respid,Gender,Age,Age_Breaks,Region2,Race,Language_Dominance,Parent,HH_Income,Employment,Education,Marital_Status,Total_Paid_HE_Movies,Bought_Disc_DVD,Bought_Disc_BD,Bought_Digital,Rented_Disc_Store,Rented_Disc_Kiosk,Rented_Disc_Mail,Rented_Digital_iVOD,Rented_Digital_sVOD,Rented_Digital_cVOD,cqhidGroup,filter_$,ZTotal_Paid_HE_Movies,Buy_Disc_Percent,Buy_Digital_Percent,Rent_Disc_Percent,Rent_Digital_Percent
12466,1,29,25-34,1,1, ,2,7,1,4,3,52,0,1,0,6,0,0,0,30,15,1,1,1.36908133853568,.0192307692307692,0,.115384615384615,.865384615384615
12480,2,41,35-44,3,1, ,1,8,4,3,3,6,0,0,0,0,4,0,0,2,0,1,1,-.526251353085829,0,0,.666666666666667,.333333333333333
12481,2,47,45-54,2,1, ,2,7,1,4,3,4,0,0,0,0,2,0,0,2,0,1,1,-.608657122286764,0,0,.5,.5
12486,2,35,35-44,2,1, ,1,7,4,5,3,4,0,1,1,0,0,0,1,1,0,1,1,-.608657122286764,.25,.25,0,.5
12487,1,29,25-34,1,1, ,1,8,1,6,3,32,5,3,0,0,24,0,0,0,0,1,1,.545023646526328,.25,0,.75,0
12490,2,48,45-54,4,1, ,1,7,4,4,3,8,0,0,0,0,6,0,0,2,0,1,1,-.443845583884894,0,0,.75,.25
12496,2,61,55-64,2,1, ,2,4,1,2,1,1,0,0,1,0,0,0,0,0,0,1,1,-.732265776088167,0,1,0,0
12499,2,61,55-64,3,1, ,2,1,4,2,1,10,2,2,0,0,0,0,0,6,0,1,1,-.361439814683959,.4,0,0,.6
12502,2,23,18-24,1,1, ,1,4,1,3,3,5,1,0,0,0,3,0,0,0,1,1,1,-.567454237686297,.2,0,.6,.2
12505,2,24,18-24,1,1, ,2,1,1,4,1,18,3,1,0,0,0,0,0,10,4,1,1,-.0318167378802181,.222222222222222,0,0,.777777777777778
12508,2,35,35-44,2,1, ,1,4,2,4,3,26,0,3,0,0,0,0,8,10,5,1,1,.297806338923523,.115384615384615,0,0,.884615384615385
12511,1,22,18-24,2,1, ,2,2,1,2,3,5,1,0,0,1,1,1,1,0,0,1,1,-.567454237686297,.2,0,.6,.2
12512,2,36,35-44,2,1, ,1,5,1,6,3,28,5,3,6,0,0,0,8,0,6,1,1,.380212108124458,.285714285714286,.214285714285714,0,.5
12513,1,42,35-44,2,1, ,2,4,1,4,3,3,3,0,0,0,0,0,0,0,0,1,1,-.649860006887232,1,0,0,0
12514,1,17,12-17,1,1, , ,8,1,6,3,15,0,0,0,0,0,0,2,12,1,1,1,-.155425391681621,0,0,0,1
12516,1,13,12-17,1,1, , ,6,4,3,1,50,4,5,4,8,7,6,5,5,6,1,1,1.28667556933474,.18,.08,.42,.32
12519,2,48,45-54,1,1, ,1,7,1,2,3,13,2,4,2,0,0,0,0,4,1,1,1,-.237831160882556,.461538461538462,.153846153846154,0,.384615384615385
12522,2,44,35-44,1,1, ,2,4,4,3,1,2,2,0,0,0,0,0,0,0,0,1,1,-.691062891487699,1,0,0,0
12524,2,35,35-44,2,1, ,1,7,1,4,3,9,0,6,0,3,0,0,0,0,0,1,1,-.402642699284426,.666666666666667,0,.333333333333333,0
12528,2,49,45-54,2,1, ,2,1,4,2,4,6,0,0,0,0,0,0,0,6,0,1,1,-.526251353085829,0,0,0,1
12532,2,39,35-44,1,1, ,2,1,4,4,1,26,2,4,0,0,0,0,0,20,0,1,1,.297806338923523,.230769230769231,0,0,.769230769230769
12537,1,67,65-74,4,1, ,2,5,3,3,1,2,0,0,0,0,0,0,0,0,2,1,1,-.691062891487699,0,0,0,1
12546,1,32,25-34,3,1, ,1,2,1,3,1,5,0,0,0,0,0,0,0,5,0,1,1,-.567454237686297,0,0,0,1
12547,2,36,35-44,3,1, ,1,3,1,2,1,26,20,0,0,0,0,0,0,6,0,1,1,.297806338923523,.769230769230769,0,0,.230769230769231
12550,1,45,45-54,3,2, ,1,10,2,2,2,2,0,0,0,0,0,0,0,0,2,1,1,-.691062891487699,0,0,0,1
12552,1,70,65-74,2,1, ,2,4,3,4,3,15,0,0,0,0,0,0,0,15,0,1,1,-.155425391681621,0,0,0,1
12555,2,39,35-44,3,1, ,2,6,1,4,3,4,2,2,0,0,0,0,0,0,0,1,1,-.608657122286764,1,0,0,0
12559,2,37,35-44,4,1, ,1,6,1,4,3,13,2,1,2,2,1,2,1,1,1,1,1,-.237831160882556,.230769230769231,.153846153846154,.384615384615385,.230769230769231
12562,2,14,12-17,3,1, , ,3,4,3,3,6,1,1,0,0,4,0,0,0,0,1,1,-.526251353085829,.333333333333333,0,.666666666666667,0
12567,2,43,35-44,3,1, ,2,6,1,6,3,2,0,0,0,0,0,0,0,0,2,1,1,-.691062891487699,0,0,0,1
12568,2,53,45-54,2,1, ,2,6,1,2,3,6,0,3,0,0,0,0,0,3,0,1,1,-.526251353085829,.5,0,0,.5
12574,1,72,65-74,1,1, ,2,9,1,3,3,2,2,0,0,0,0,0,0,0,0,1,1,-.691062891487699,1,0,0,0
12576,1,32,25-34,2,1, ,2,6,4,3,1,9,0,0,0,2,0,0,0,7,0,1,1,-.402642699284426,0,0,.222222222222222,.777777777777778
12578,1,48,45-54,3,1, ,2,8,1,4,3,20,15,5,0,0,0,0,0,0,0,1,1,.050589031320717,1,0,0,0
12579,2,14,12-17,3,1, , ,1,4,1,1,2,1,0,0,0,0,0,1,0,0,1,1,-.691062891487699,.5,0,0,.5
12580,2,13,12-17,2,4, , ,5,4,5,2,35,2,0,1,0,0,6,2,20,4,1,1,.668632300327731,.0571428571428571,.0285714285714286,.171428571428571,.742857142857143
12582,2,37,35-44,4,1, ,1,1,4,4,3,2,2,0,0,0,0,0,0,0,0,1,1,-.691062891487699,1,0,0,0
12584,2,49,45-54,1,1, ,1,6,1,2,3,6,1,0,0,1,2,1,0,0,1,1,1,-.526251353085829,.166666666666667,0,.666666666666667,.166666666666667
12587,2,51,45-54,3,1, ,2,2,4,1,3,20,4,4,2,0,0,4,2,2,2,1,1,.050589031320717,.4,.1,.2,.3
12590,1,30,25-34,3,1, ,2,4,1,2,1,9,0,0,0,2,2,2,1,1,1,1,1,-.402642699284426,0,0,.666666666666667,.333333333333333
12601,2,40,35-44,3,1, ,2,1,4,3,1,16,1,1,1,0,4,1,0,7,1,1,1,-.114222507081153,.125,.0625,.3125,.5
12610,1,31,25-34,4,1, ,1,6,1,3,3,7,2,2,0,1,0,0,0,0,2,1,1,-.485048468485362,.571428571428571,0,.142857142857143,.285714285714286
12611,1,36,35-44,2,1, ,2,1,2,3,1,38,0,3,0,0,0,15,0,20,0,1,1,.792240954129134,.0789473684210526,0,.394736842105263,.526315789473684
12617,2,36,35-44,1,1, ,1,4,1,4,2,15,0,0,0,0,3,0,0,10,2,1,1,-.155425391681621,0,0,.2,.8
12619,1,31,25-34,2,1, ,1,6,1,3,3,16,3,3,1,2,3,1,1,1,1,1,1,-.114222507081153,.375,.0625,.375,.1875
12622,2,19,18-24,2,1, , ,8,2,2,1,7,0,0,0,0,1,0,1,4,1,1,1,-.485048468485362,0,0,.142857142857143,.857142857142857
12641,2,44,35-44,2,1, ,2,4,1,4,1,36,0,0,0,0,0,24,0,12,0,1,1,.709835184928198,0,0,.666666666666667,.333333333333333
12646,2,62,55-64,2,1, ,2,1,3,3,1,17,0,0,0,0,0,17,0,0,0,1,1,-.0730196224806857,0,0,1,0
12653,1,20,18-24,1,1, , ,10,2,2,1,10,0,0,0,0,0,0,0,10,0,1,1,-.361439814683959,0,0,0,1
12669,1,16,12-17,4,5,3, ,7,2,6,3,17,2,2,2,3,2,1,2,2,1,1,1,-.0730196224806857,.235294117647059,.117647058823529,.352941176470588,.294117647058824
12670,1,68,65-74,3,1, ,2,3,3,3,3,10,0,0,0,0,0,0,0,10,0,1,1,-.361439814683959,0,0,0,1
12676,2,12,12-17,1,1, , ,6,2,4,3,9,1,1,1,1,1,1,1,1,1,1,1,-.402642699284426,.222222222222222,.111111111111111,.333333333333333,.333333333333333
12681,2,18,18-24,3,1, , ,4,4,2,1,31,0,0,0,0,1,0,0,30,0,1,1,.50382076192586,0,0,.032258064516129,.967741935483871
12699,1,25,25-34,3,2, ,2,5,1,4,1,50,0,0,0,0,0,0,0,50,0,1,1,1.28667556933474,0,0,0,1
12701,1,30,25-34,3,1, ,1,7,1,6,3,5,0,2,0,0,0,0,1,0,2,1,1,-.567454237686297,.4,0,0,.6
12703,1,30,25-34,4,1, ,1,8,1,6,3,7,0,2,1,2,0,1,0,1,0,1,1,-.485048468485362,.285714285714286,.142857142857143,.428571428571429,.142857142857143
12713,2,45,45-54,3,1, ,2,5,4,3,3,11,0,0,0,0,0,5,1,5,0,1,1,-.320236930083491,0,0,.454545454545455,.545454545454545
12722,1,21,18-24,2,1, ,2,6,4,3,1,5,0,0,0,0,0,0,0,5,0,1,1,-.567454237686297,0,0,0,1
12725,2,38,35-44,3,2, ,2,4,1,4,1,2,0,0,0,0,0,0,0,2,0,1,1,-.691062891487699,0,0,0,1
12728,2,23,18-24,3,1, ,2,1,2,3,2,12,4,2,0,0,3,0,0,3,0,1,1,-.279034045483024,.5,0,.25,.25
12731,1,31,25-34,4,1, ,1,6,1,6,3,9,1,1,1,1,1,1,1,1,1,1,1,-.402642699284426,.222222222222222,.111111111111111,.333333333333333,.333333333333333
12734,2,31,25-34,3,1, ,1,5,1,4,3,10,1,1,1,2,1,1,1,1,1,1,1,-.361439814683959,.2,.1,.4,.3
12735,1,34,25-34,4,1, ,1,6,1,6,3,81,9,9,9,9,9,9,9,9,9,1,1,2.56396499194924,.222222222222222,.111111111111111,.333333333333333,.333333333333333
12747,2,18,18-24,4,1, , ,10,4,2,1,28,2,5,1,0,0,0,0,20,0,1,1,.380212108124458,.25,.0357142857142857,0,.714285714285714
12750,2,19,18-24,2,2, , ,2,2,3,1,26,1,3,0,2,5,4,7,1,3,1,1,.297806338923523,.153846153846154,0,.423076923076923,.423076923076923
12758,2,30,25-34,2,1, ,1,10,1,3,3,10,0,0,0,0,5,0,0,5,0,1,1,-.361439814683959,0,0,.5,.5
12761,1,13,12-17,4,1, , ,6,1,4,3,7,0,1,1,1,2,1,0,1,0,1,1,-.485048468485362,.142857142857143,.142857142857143,.571428571428571,.142857142857143
12774,1,33,25-34,3,1, ,1,5,1,4,3,13,1,2,1,1,2,1,1,3,1,1,1,-.237831160882556,.230769230769231,.0769230769230769,.307692307692308,.384615384615385
12782,2,64,55-64,3,5,3,2,4,3,4,1,1,0,0,0,0,1,0,0,0,0,1,1,-.732265776088167,0,0,1,0
12783,2,45,45-54,3,1, ,2,2,1,2,1,1,0,0,0,0,1,0,0,0,0,1,1,-.732265776088167,0,0,1,0
12786,1,27,25-34,2,1, ,1,3,4,2,2,12,0,0,0,0,1,1,0,10,0,1,1,-.279034045483024,0,0,.166666666666667,.833333333333333
12787,1,27,25-34,4,1, ,2,3,4,3,2,10,0,0,0,0,0,0,0,10,0,1,1,-.361439814683959,0,0,0,1
12793,1,13,12-17,1,1, , ,7,1,2,3,7,0,0,0,0,2,0,0,0,5,1,1,-.485048468485362,0,0,.285714285714286,.714285714285714
12801,1,69,65-74,2,1, ,2,2,2,2,2,17,0,1,0,12,0,0,0,0,4,1,1,-.0730196224806857,.0588235294117647,0,.705882352941177,.235294117647059
12802,2,12,12-17,3,1, , ,6,2,4,3,13,2,1,2,1,1,2,1,1,2,1,1,-.237831160882556,.230769230769231,.153846153846154,.307692307692308,.307692307692308
12804,1,31,25-34,3,1, ,1,4,1,4,3,33,2,3,0,0,3,0,0,25,0,1,1,.586226531126796,.151515151515152,0,.0909090909090909,.757575757575758
12809,2,49,45-54,3,1, ,2,6,1,5,3,3,1,0,0,0,0,0,0,1,1,1,1,-.649860006887232,.333333333333333,0,0,.666666666666667
12810,2,62,55-64,2,1, ,2,1,3,2,1,8,2,0,0,0,0,0,0,6,0,1,1,-.443845583884894,.25,0,0,.75
12814,1,13,12-17,1,5,2, ,5,1,4,3,9,0,5,4,0,0,0,0,0,0,1,1,-.402642699284426,.555555555555556,.444444444444444,0,0
12825,2,58,55-64,3,1, ,2,5,2,6,1,2,0,0,0,0,0,0,0,2,0,1,1,-.691062891487699,0,0,0,1
12830,1,47,45-54,1,1, ,2,4,1,2,1,20,14,6,0,0,0,0,0,0,0,1,1,.050589031320717,1,0,0,0
12839,2,53,45-54,3,1, ,2,5,1,2,1,30,0,0,0,0,5,0,0,25,0,1,1,.462617877325393,0,0,.166666666666667,.833333333333333
12854,2,65,65-74,1,1, ,2,6,1,4,1,6,0,0,0,0,0,0,0,6,0,1,1,-.526251353085829,0,0,0,1
12857,1,31,25-34,3,1, ,1,1,4,2,3,6,2,1,3,0,0,0,0,0,0,1,1,-.526251353085829,.5,.5,0,0
12872,1,29,25-34,1,1, ,2,3,4,1,1,30,0,0,0,0,0,0,0,30,0,1,1,.462617877325393,0,0,0,1
12873,1,20,18-24,1,1, , ,7,2,3,1,20,0,0,0,0,0,0,0,20,0,1,1,.050589031320717,0,0,0,1
12880,1,38,35-44,1,1, ,2,7,1,2,2,64,3,3,2,0,0,0,5,50,1,1,1,1.86351595374129,.09375,.03125,0,.875
12882,1,36,35-44,4,1, ,1,7,1,4,3,8,0,0,2,0,3,0,0,3,0,1,1,-.443845583884894,0,.25,.375,.375
12883,2,57,55-64,1,1, ,2,6,1,3,3,7,0,2,0,0,0,0,0,5,0,1,1,-.485048468485362,.285714285714286,0,0,.714285714285714
12887,1,42,35-44,3,1, ,2,7,1,4,3,16,0,0,0,0,0,0,0,12,4,1,1,-.114222507081153,0,0,0,1
12897,2,22,18-24,3,1, ,1,1,1,2,1,33,0,1,0,0,1,0,1,30,0,1,1,.586226531126796,.0303030303030303,0,.0303030303030303,.939393939393939
12900,2,67,65-74,2,1, ,2,3,4,3,1,6,0,0,0,0,6,0,0,0,0,1,1,-.526251353085829,0,0,1,0
12907,2,59,55-64,1,1, ,2,5,3,3,3,3,0,0,0,0,0,0,0,3,0,1,1,-.649860006887232,0,0,0,1
12914,2,58,55-64,4,1, ,1,2,4,3,3,7,1,0,0,0,3,0,0,0,3,1,1,-.485048468485362,.142857142857143,0,.428571428571429,.428571428571429
12915,1,44,35-44,4,1, ,2,3,2,3,1,39,0,0,2,0,2,0,0,35,0,1,1,.833443838729601,0,.0512820512820513,.0512820512820513,.897435897435897
12916,2,13,12-17,2,1, , ,7,4,1,1,32,0,2,5,0,0,0,5,20,0,1,1,.545023646526328,.0625,.15625,0,.78125
12917,1,35,35-44,2,2, ,1,4,1,3,2,7,1,3,2,1,0,0,0,0,0,1,1,-.485048468485362,.571428571428571,.285714285714286,.142857142857143,0
12919,2,70,65-74,4,1, ,2,7,1,2,1,11,1,0,0,0,0,0,0,10,0,1,1,-.320236930083491,.0909090909090909,0,0,.909090909090909
12929,2,61,55-64,2,1, ,2,4,1,4,2,34,7,0,0,3,0,4,0,20,0,1,1,.627429415727263,.205882352941176,0,.205882352941176,.588235294117647
12935,1,29,25-34,2,1, ,2,4,1,4,1,1,1,0,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
12936,2,21,18-24,1,1, ,2,4,4,3,1,5,2,0,0,0,3,0,0,0,0,1,1,-.567454237686297,.4,0,.6,0
12945,2,46,45-54,2,1, ,2,6,1,2,2,4,0,0,0,0,3,0,0,1,0,1,1,-.608657122286764,0,0,.75,.25
12946,2,50,45-54,1,1, ,2,6,2,3,3,3,0,1,0,0,0,0,0,1,1,1,1,-.649860006887232,.333333333333333,0,0,.666666666666667
12953,1,48,45-54,3,2, ,1,6,1,4,3,5,1,4,0,0,0,0,0,0,0,1,1,-.567454237686297,1,0,0,0
12959,1,35,35-44,3,1, ,1,6,1,4,3,20,0,10,0,0,0,0,0,10,0,1,1,.050589031320717,.5,0,0,.5
12964,2,38,35-44,4,1, ,1,1,2,4,1,6,0,0,1,0,0,0,2,3,0,1,1,-.526251353085829,0,.166666666666667,0,.833333333333333
12979,1,36,35-44,1,1, ,1,7,1,6,3,28,2,3,4,3,3,2,4,4,3,1,1,.380212108124458,.178571428571429,.142857142857143,.285714285714286,.392857142857143
12985,2,65,65-74,2,1, ,2,4,3,3,3,1,1,0,0,0,0,0,0,0,0,1,1,-.732265776088167,1,0,0,0
12996,1,46,45-54,1,1, ,2,7,1,4,3,10,0,2,2,0,0,0,0,6,0,1,1,-.361439814683959,.2,.2,0,.6
13008,1,42,35-44,2,1, ,1,7,1,3,1,27,2,8,4,2,2,2,0,1,6,1,1,.33900922352399,.37037037037037,.148148148148148,.222222222222222,.259259259259259
13012,2,24,18-24,1,1, ,2,4,2,2,1,51,1,1,0,0,0,0,2,40,7,1,1,1.32787845393521,.0392156862745098,0,0,.96078431372549
13016,2,47,45-54,1,1, ,2,3,3,3,2,13,0,0,0,0,3,10,0,0,0,1,1,-.237831160882556,0,0,1,0
13018,1,60,55-64,2,1, ,2,9,1,3,3,20,0,0,0,0,0,0,0,20,0,1,1,.050589031320717,0,0,0,1
13019,1,36,35-44,3,1, ,1,6,1,6,3,7,1,0,0,0,1,0,0,4,1,1,1,-.485048468485362,.142857142857143,0,.142857142857143,.714285714285714
13027,1,35,35-44,1,1, ,2,10,4,2,1,5,3,2,0,0,0,0,0,0,0,1,1,-.567454237686297,1,0,0,0
13030,1,35,35-44,2,1, ,1,4,1,3,3,10,0,0,0,0,10,0,0,0,0,1,1,-.361439814683959,0,0,1,0
13035,2,24,18-24,1,1, ,2,6,1,4,1,11,0,0,0,0,1,0,1,4,5,1,1,-.320236930083491,0,0,.0909090909090909,.909090909090909
13047,1,42,35-44,2,1, ,1,7,1,4,3,9,4,2,0,0,1,0,1,1,0,1,1,-.402642699284426,.666666666666667,0,.111111111111111,.222222222222222
13050,1,45,45-54,3,1, ,1,1,3,2,1,7,1,0,0,0,0,0,0,6,0,1,1,-.485048468485362,.142857142857143,0,0,.857142857142857
13051,2,72,65-74,2,1, ,2,3,3,2,3,7,3,0,0,2,0,0,0,0,2,1,1,-.485048468485362,.428571428571429,0,.285714285714286,.285714285714286
13052,1,16,12-17,3,1, , ,4,2,1,1,3,0,0,0,0,0,0,2,0,1,1,1,-.649860006887232,0,0,0,1
13055,2,40,35-44,1,1, ,1,6,1,4,1,39,4,5,4,2,5,5,4,5,5,1,1,.833443838729601,.230769230769231,.102564102564103,.307692307692308,.358974358974359
13067,1,13,12-17,2,1, , ,7,1,6,3,3,0,3,0,0,0,0,0,0,0,1,1,-.649860006887232,1,0,0,0
13070,1,26,25-34,4,1, ,2,4,1,4,1,2,0,0,0,0,0,0,0,2,0,1,1,-.691062891487699,0,0,0,1
13077,2,23,18-24,1,1, ,2,4,4,3,1,5,0,0,0,0,0,0,1,0,4,1,1,-.567454237686297,0,0,0,1
13078,2,46,45-54,1,1, ,2,5,1,3,3,22,2,3,2,0,3,4,2,5,1,1,1,.132994800521652,.227272727272727,.0909090909090909,.318181818181818,.363636363636364
13081,2,15,12-17,4,1, , ,6,1,4,3,23,3,4,2,1,3,2,4,3,1,1,1,.17419768512212,.304347826086957,.0869565217391304,.260869565217391,.347826086956522
13089,2,57,55-64,2,1, ,2,3,1,4,3,5,0,3,0,0,0,0,0,2,0,1,1,-.567454237686297,.6,0,0,.4
13092,2,51,45-54,2,1, ,1,9,1,4,3,2,0,0,0,0,0,0,0,1,1,1,1,-.691062891487699,0,0,0,1
13096,1,17,12-17,2,5,3, ,9,4,1,1,6,0,0,0,0,0,0,0,6,0,1,1,-.526251353085829,0,0,0,1
13105,1,39,35-44,2,1, ,1,7,1,6,3,14,2,1,1,3,2,1,1,1,2,1,1,-.196628276282088,.214285714285714,.0714285714285714,.428571428571429,.285714285714286
13115,1,33,25-34,4,1, ,2,6,1,6,3,26,0,0,0,0,6,0,0,0,20,1,1,.297806338923523,0,0,.230769230769231,.769230769230769
13116,1,69,65-74,3,1, ,2,5,3,3,3,7,0,0,0,0,0,0,1,6,0,1,1,-.485048468485362,0,0,0,1
13124,2,52,45-54,2,1, ,2,6,1,4,1,12,0,0,0,1,1,1,2,5,2,1,1,-.279034045483024,0,0,.25,.75
13126,2,64,55-64,3,1, ,2,7,3,6,3,6,0,0,0,0,0,0,0,6,0,1,1,-.526251353085829,0,0,0,1
13131,2,45,45-54,4,1, ,2,2,4,3,3,5,0,0,0,0,0,0,1,4,0,1,1,-.567454237686297,0,0,0,1
13137,2,69,65-74,2,1, ,2,1,3,3,1,1,0,0,0,0,0,0,0,1,0,1,1,-.732265776088167,0,0,0,1
13139,1,65,65-74,2,1, ,2,3,3,6,3,2,0,0,0,0,0,0,0,2,0,1,1,-.691062891487699,0,0,0,1
13140,2,23,18-24,2,1, ,2,5,1,4,1,8,5,0,0,1,2,0,0,0,0,1,1,-.443845583884894,.625,0,.375,0
13143,2,13,12-17,3,1, , ,6,4,1,1,22,3,0,1,0,0,0,3,12,3,1,1,.132994800521652,.136363636363636,.0454545454545455,0,.818181818181818
13144,1,22,18-24,1,1, ,2,10,4,7,4,6,0,0,0,0,0,0,0,4,2,1,1,-.526251353085829,0,0,0,1
13148,2,48,45-54,3,1, ,2,2,4,3,1,3,0,0,0,0,3,0,0,0,0,1,1,-.649860006887232,0,0,1,0
13150,1,17,12-17,3,1, , ,10,4,1,1,9,2,2,0,0,5,0,0,0,0,1,1,-.402642699284426,.444444444444444,0,.555555555555556,0
13154,1,31,25-34,3,1, ,1,7,1,3,3,35,2,3,2,1,1,0,1,15,10,1,1,.668632300327731,.142857142857143,.0571428571428571,.0571428571428571,.742857142857143
13155,1,31,25-34,2,1, ,2,5,1,3,2,6,1,5,0,0,0,0,0,0,0,1,1,-.526251353085829,1,0,0,0
13159,2,45,45-54,3,1, ,2,4,1,3,3,18,0,0,0,0,18,0,0,0,0,1,1,-.0318167378802181,0,0,1,0
13163,2,45,45-54,4,1, ,2,2,2,2,1,15,0,2,0,0,8,0,0,4,1,1,1,-.155425391681621,.133333333333333,0,.533333333333333,.333333333333333
13168,2,18,18-24,1,1, , ,8,4,3,1,16,0,0,0,0,3,0,0,10,3,1,1,-.114222507081153,0,0,.1875,.8125
13179,1,44,35-44,1,1, ,1,4,1,4,3,3,2,0,1,0,0,0,0,0,0,1,1,-.649860006887232,.666666666666667,.333333333333333,0,0
13183,2,24,18-24,1,1, ,2,3,1,4,1,23,0,1,0,0,4,0,1,15,2,1,1,.17419768512212,.0434782608695652,0,.173913043478261,.782608695652174
13191,1,31,25-34,3,1, ,1,3,1,4,3,8,1,1,0,0,4,0,1,0,1,1,1,-.443845583884894,.25,0,.5,.25
13203,2,70,65-74,3,1, ,2,6,2,6,3,4,0,0,0,0,3,1,0,0,0,1,1,-.608657122286764,0,0,1,0
13211,1,61,55-64,2,1, ,2,2,2,4,1,4,1,1,0,0,2,0,0,0,0,1,1,-.608657122286764,.5,0,.5,0
13213,2,66,65-74,4,1, ,2,6,3,3,3,5,0,0,0,0,3,0,0,0,2,1,1,-.567454237686297,0,0,.6,.4
13217,2,53,45-54,3,1, ,2,1,1,4,1,11,2,0,2,0,0,0,0,7,0,1,1,-.320236930083491,.181818181818182,.181818181818182,0,.636363636363636
13219,1,34,25-34,4,1, ,1,7,1,4,3,25,2,2,3,4,4,3,2,2,3,1,1,.256603454323055,.16,.12,.44,.28
13235,1,25,25-34,1,1, ,2,6,1,4,1,52,5,7,7,7,5,3,8,4,6,1,1,1.36908133853568,.230769230769231,.134615384615385,.288461538461538,.346153846153846
13260,1,51,45-54,3,1, ,2,8,1,4,3,3,1,1,1,0,0,0,0,0,0,1,1,-.649860006887232,.666666666666667,.333333333333333,0,0
13263,2,61,55-64,3,1, ,2,3,4,2,3,4,1,0,0,0,3,0,0,0,0,1,1,-.608657122286764,.25,0,.75,0
13267,1,37,35-44,4,1, ,1,9,1,6,3,15,2,2,2,2,1,1,1,2,2,1,1,-.155425391681621,.266666666666667,.133333333333333,.266666666666667,.333333333333333
13274,1,48,45-54,2,1, ,2,2,1,4,1,15,0,0,0,0,5,0,0,10,0,1,1,-.155425391681621,0,0,.333333333333333,.666666666666667
13285,1,49,45-54,2,1, ,1,7,1,4,3,16,0,0,2,0,2,0,0,10,2,1,1,-.114222507081153,0,.125,.125,.75
13303,1,25,25-34,1,1, ,2,4,1,2,1,22,10,2,0,0,4,0,0,6,0,1,1,.132994800521652,.545454545454545,0,.181818181818182,.272727272727273
13309,1,26,25-34,4,2, ,2,1,4,3,1,29,0,0,0,0,5,2,2,20,0,1,1,.421414992724925,0,0,.241379310344828,.758620689655172
13315,1,31,25-34,4,1, ,1,6,1,6,3,36,0,5,8,0,0,0,0,10,13,1,1,.709835184928198,.138888888888889,.222222222222222,0,.638888888888889
13318,1,23,18-24,3,2, ,2,3,2,4,1,6,1,1,1,0,0,1,0,1,1,1,1,-.526251353085829,.333333333333333,.166666666666667,.166666666666667,.333333333333333
13321,2,46,45-54,2,1, ,1,7,1,4,2,3,1,0,0,0,2,0,0,0,0,1,1,-.649860006887232,.333333333333333,0,.666666666666667,0
13326,1,50,45-54,1,1, ,2,5,1,3,1,14,0,0,0,0,2,0,0,12,0,1,1,-.196628276282088,0,0,.142857142857143,.857142857142857
13333,2,52,45-54,3,1, ,2,2,4,2,3,3,2,0,0,0,0,0,0,1,0,1,1,-.649860006887232,.666666666666667,0,0,.333333333333333
13335,2,47,45-54,4,1, ,1,6,4,2,3,1,0,0,0,0,1,0,0,0,0,1,1,-.732265776088167,0,0,1,0
13337,1,52,45-54,2,5,4,2,7,1,6,1,21,2,2,2,2,4,2,2,4,1,1,1,.0917919159211846,.19047619047619,.0952380952380952,.380952380952381,.333333333333333
13352,1,68,65-74,4,1, ,2,7,3,6,3,12,0,0,0,0,10,0,0,0,2,1,1,-.279034045483024,0,0,.833333333333333,.166666666666667
13355,1,41,35-44,3,2, ,1,6,1,3,3,10,0,0,0,0,0,0,0,10,0,1,1,-.361439814683959,0,0,0,1
13365,1,60,55-64,2,2, ,2,5,1,3,3,8,2,0,0,0,0,0,0,6,0,1,1,-.443845583884894,.25,0,0,.75
13367,1,19,18-24,3,1, , ,10,2,3,1,13,0,0,0,0,5,0,0,8,0,1,1,-.237831160882556,0,0,.384615384615385,.615384615384615
13380,2,61,55-64,1,1, ,2,5,4,2,3,2,0,0,0,0,0,0,0,0,2,1,1,-.691062891487699,0,0,0,1
13400,1,29,25-34,3,1, ,1,4,1,4,3,12,1,2,1,2,1,2,1,1,1,1,1,-.279034045483024,.25,.0833333333333333,.416666666666667,.25
13404,2,62,55-64,3,1, ,2,2,3,4,1,14,2,1,2,2,1,2,1,1,2,1,1,-.196628276282088,.214285714285714,.142857142857143,.357142857142857,.285714285714286
13408,1,61,55-64,2,1, ,2,6,1,2,3,12,0,0,0,0,0,12,0,0,0,1,1,-.279034045483024,0,0,1,0
13417,2,50,45-54,3,1, ,2,4,1,2,3,28,0,1,4,0,0,0,3,20,0,1,1,.380212108124458,.0357142857142857,.142857142857143,0,.821428571428571
13418,1,36,35-44,1,1, ,1,3,1,3,1,2,0,0,0,0,0,0,0,0,2,1,1,-.691062891487699,0,0,0,1
13421,2,45,45-54,2,1, ,2,3,4,2,1,4,0,0,0,0,0,0,0,0,4,1,1,-.608657122286764,0,0,0,1
13422,2,51,45-54,3,1, ,2,7,2,3,3,16,0,0,0,10,0,0,0,6,0,1,1,-.114222507081153,0,0,.625,.375
13440,1,36,35-44,2,1, ,2,6,1,4,1,18,2,1,0,0,0,0,0,15,0,1,1,-.0318167378802181,.166666666666667,0,0,.833333333333333
13441,1,27,25-34,2,1, ,2,5,1,4,1,58,0,4,2,0,2,0,10,40,0,1,1,1.61629864613849,.0689655172413793,.0344827586206897,.0344827586206897,.862068965517241
